,Question Index,Questions,Options,Question Source,Answers,Answer Source
212,2001B Q14,Cyclosporine-induced nephrotoxicity is due to,"{'A': 'inhibition of ATP synthesis by a hepatic microsomal metabolite of cyclosporine', 'B': 'drug-induced decrease in glomerular filtration rate', 'C': 'disruption of renal cell calcium homeostasis by a phase II metabolite of the drug', 'D': 'a drug-induced desquamation of tubular cells resulting in a blocking of the tubule', 'E': 'inhibition of renal cortical DNA replication resulting in necrosis'}",ABT2001#18.pdf,"[('B',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
213,2001B Q15,Excision repair involves which of the following?,"{'A': 'sealing of single strand breaks by DNA glycosylase', 'B': 'an endonuclease which nicks the DNA backbone in the vicinity of the damage', 'C': 'repair by a methyltransferase', 'D': 'the specific cleavage of pyrimidine dimers', 'E': 'none of the above'}",ABT2001#18.pdf,"[('B',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
214,2001B Q16,A cellular characteristic of the kidney responsible for the susceptibility to cadmium toxicity is that,"{'A': 'renal tubular cells are metabolically very active', 'B': 'proximal tubular cells actively secrete toxicants into tubular urine', 'C': 'proximal tubular cells resorb toxins from urine into blood', 'D': 'renal tubular cells absorb cadmium-métallothionein complex', 'E': 'renal tubular cells require a large oxygen supply'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","[('D',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
215,2001B Q17,Which of the following items is NOT characteristic of light hydrocarbon nephropathy?,"{'A': 'hyaline droplet formation in the renal proximal convoluted tubule cells', 'B': 'granular cast formation due to the sloughing of cellular debris into the renal tubular lumen', 'C': 'primarily observed following exposure to saturated aliphatic compounds that contain a ring in their structure', 'D': 'appears to be species and sex dependent', 'E': 'postulated to involve a chemical interaction with alpha-microglobulin'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","[('C',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
216,2001B Q18,The most probable developmental toxicity resulting from exposure to toxicants during the first week after fertilization is,"{'A': 'death of the embryo', 'B': 'growth retardation of the fetus', 'C': 'impaired development of the central nervous system', 'D': 'malformations of the limbs', 'E': 'induction of cancer'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","[('A',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
217,2001B Q19,Which of the following diseases or conditions of the lung is NOT properly paired with its cause?,"{'A': ""farmer's lung caused by spores of thermophilic actinomyces"", 'B': 'bagassosis caused by dust from dried sugar cane', 'C': 'byssinosis caused by cotton flax or hemp dust', 'D': 'asthma-like symptoms caused by toluene diisocyanate', 'E': ""siderotic lung disease (welder's lung) caused by exposure to acetylene gas ironoxide""}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","[('E',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
218,2001B Q20,Thalidomide ingestion by pregnant women resulted in which effect(s) in their children?,"{'A': 'congenital heart disease', 'B': 'phocomelia', 'C': 'renal anomalies', 'D': 'intestinal anomalies', 'E': 'all of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","[('E',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
219,2001B Q21,The majority of human birth defects is attributed to which of the following?,"{'A': 'genetic abnormalities', 'B': 'drugs of abuse', 'C': 'environmental pollution', 'D': 'unknown etiology', 'E': 'over-the-counter medicines'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
220,2001B Q22,Ingestion of ethanol has been shown to potentiate the hepatotoxicity of the following substances EXCEPT,"{'A': 'carbon tetrachloride', 'B': 'aflatoxin B1', 'C': 'chloroform', 'D': 'aminoglycoside antibiotics', 'E': 'trichloroethane'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
221,2001B Q23,Alpha-naphthylisothiocyanate is,"{'A': 'a cardiotoxicant drug', 'B': 'an experimental hepatotoxicant', 'C': 'a toxic industrial dye', 'D': 'a P450 inducer', 'E': 'an immunosuppressant'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
222,2001B Q24,The primary site of toxicity associated with chronic exposure to acrylamide is the,"{'A': 'central nervous system', 'B': 'peripheral nervous system', 'C': 'pancreas', 'D': 'liver', 'E': 'none of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
223,2001B Q25,"Inhaled cadmium chloride (CdCl2) may gain access to the central nervous system, bypassing the normal protective mechanism of the blood-brain barrier, by which of the following?","{'A': 'metabolic transformation to CdO', 'B': 'damaging the blood-brain barrier', 'C': 'binding to carrier proteins', 'D': 'uptake by the olfactory neuroepithelium and axonal transport', 'E': 'Cd2+ ions have no access to the central nervous system'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B?',), ('D',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
224,2001B Q26,Generalized malnutrition or caloric restriction during pregnancy in rats will NOT lead to which of the following outcomes?,"{'A': 'irreversible delays in CNS maturation', 'B': 'thyroid deficiencies', 'C': 'gross structural malformations', 'D': 'delayed ossification', 'E': 'immunodeficiency'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
225,2001B Q27,Eschar formation may be produced by a severe skin irritant. Eschar formation means,"{'A': 'formation of a crust of necrotic tissue', 'B': 'redness of the skin produced by congestion of capillaries', 'C': 'a smooth', 'D': 'a visible collection of pus within or beneath the epidermis', 'E': 'production of vesicles having bloody contents'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('A',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
226,2001B Q28,"For most drugs or chemical toxicants applied to the skin, the one factor that contributes the most to the degree of systemic bioavailability is","{'A': 'biotransformation within the skin', 'B': 'absorption through the epidermis (stratum corneum)', 'C': 'absorption through the dermis (papillary and reticular layers)', 'D': 'biotransformation by the liver', 'E': 'absorption through the capillary epithelium'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
227,2001B Q29,"Given that tetrodotoxin blocks Na+ channels and cyclodiene insecticides block GABA (gamma-aminobutyric acid) receptors, then","{'A': 'both cause convulsions', 'B': 'both cause paralysis', 'C': 'tetrodotoxin causes paralysis and cyclodienes cause excitation', 'D': 'tetrodotoxin causes excitation and cyclodienes cause paralysis', 'E': 'both cause smooth muscle relaxation'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
228,2001B Q30,Which of the following statements is NOT true regarding allergic contact dermatitis?,"{'A': 'haptens must link with epidermal carrier proteins on Langerhans cells to begin the sensitization process', 'B': 'metabolic transformation or photoactivation may convert some nonallergens into reactive haptens', 'C': 'the intensity of the reaction is directly proportional to the dose applied', 'D': 'keratinocytes play a role in amplifying the response of induction and elicitation phases of an allergic response', 'E': 'clinically'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
229,2001B Q31,The cytochrome P450 system of the liver,"{'A': 'is easily saturable and leads to zero-order kinetics for most drugs', 'B': 'can metabolize all drugs and toxins', 'C': 'requires 2 electrons per cycle', 'D': 'can function with cadmium instead of iron if necessary', 'E': 'none of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
230,2001B Q32,The cell type that is primarily responsible for production of collagen in hepatic fibrosis is the,"{'A': 'Kupffer cell', 'B': 'hepatocyte', 'C': 'perisinusoidal stellate cell (Ito cell)', 'D': 'monocyte', 'E': 'sinusoidal endothelial cell'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
231,2001B Q33,All of the following are associated with the development of cataracts EXCEPT,"{'A': '2,4-dinitrophenol', 'B': 'busulfan', 'C': 'indomethacin', 'D': 'steroids', 'E': 'naphthalene'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
232,2001B Q34,"The organogenesis period is characterized by division, migration and association of cells into primitive organ rudiments. This period in humans ranges from","{'A': '6-27 days of gestation', 'B': '17-38 days of gestation', 'C': '45-90 days of gestation', 'D': '21-56 days of gestation', 'E': '57-180 days of gestation'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
233,2001B Q35,Which of the following is/are correct?,{},"Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
234,2001B Q36,Which of the following is/are chloracne-producing chemicals?,{},"Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('2', '4')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
235,2001B Q37,Some of the aspects of the ICH guidelines on detection of toxicity to reproduction for medicinal products are that,{},"ABT2001#18.pdf, ABT #18.pdf","[('1', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
236,2001B Q38,Olfactory epithelium in the nasal passages,{},"ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
237,2001B Q39,"-Methyl-4-pheny1-1,2,3,6-tetrahydropyridine (MPTP) is neurotoxic to dopaminergic neurons in the central nervous system. Which of the following is/are correct?",{'E': 'if all four answers are correct'},"ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
238,2001B Q40,Neuropathies from the solvent hexane are,{},"ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
239,2001B Q41,Which of the following species show symptoms of tri-ortho-cresylphosphate (TOCP) neuropathy closely similar to those in humans?,{},"ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3', '4'), ('2', '4')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
240,2001B Q42,Which of the following is/are true regarding,{},"Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3'), ('1', '2', '3', '4')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
241,2001B Q43,Which of the following is/are correct concerning chemical exposures of the eye?,"{'1': 'the one best treatment for acid burns to the eye is rapid irrigation with large volumes of water', '2': 'the amount of ocular damage produced by an acid depends entirely on the pH of the solution aniont protein', '3': 'although ocular burns associated with alkalies may appear mild at the time of injury', '4': 'of all the cations measured'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('1', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
242,2001B Q44,A reasonable battery of serum enzyme tests to assess hepatic injury in laboratory animals could include,"{'1': 'aminotransferase', '2': 'lactate dehydrogenase', '3': 'sorbitol dehydrogenase', '4': 'acid phosphatase', '5': 'alkaline phosphatase'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
243,2001B Q45,Which of the following statements is/are correct regarding nephrotoxicants?,"{'1': 'most toxic agents affect the glomerulus proximal tubule', '2': 'the unusual susceptibility of the kidney can be related to the high renal blood flow delivered to this organ', '3': 'injury by toxins is rarely produced in the proximal tubule', '4': 'gentamicin and cephalosporins are drugs producing nephrotoxicity'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('2', '4')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
244,2001B Q46,The kidney is capable of maintaining function even though subjected to repeated non-fatal chemical insults. The basis(es) of this protection against toxic insults include,"{'1': 'compensatory renal hypertrophy', '2': 'induction of heat shock proteins', '3': 'induction of metallothionein', '4': 'genesis of new nephrons', '5': 'regeneration'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
245,2001B Q47,Morphological signs of nephrotoxicity are often localized to the cells of the proximal tubule. This may reflect,"{'1': 'specific uptake and binding of toxic agents to apical surfaces of certain cell types', '2': 'cell-specific biotransformation capabilities', '3': 'cell-specific transport mechanisms', '4': 'vasopressin-insensitive water reabsorption'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
246,2001B Q48,"The pathogenesis of neoplasia is thought to consist of three stages: initiation, promotion and progression. Which of the following characteristics is/are associated with promotion?","{'1': 'reversible at both the level of gene expression and at the cellular level', '2': 'dose response exhibits a measurable threshold', '3': 'sensitive to age', '4': 'morphologically discernible alterations from karyotype instability'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
247,2001B Q49,Major findings that are considered useful for the evaluation of hepatic injury in laboratory animals include which of the following?,"{'1': 'elevations of cytochrome P450', '2': 'abnormal hepatic excretory test (e.g.', '3': 'a significant incidence of binucleated parenchymal cells', '4': 'histopathologic evidence of liver injury'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('2', '4')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
248,2001B Q50,Aflatoxin B1,"{'1': 'frequently occurs in stored grains', '2': 'is subject to metabolic activation by cytochrome P450', '3': 'acts synergistically with hepatitis to cause cancer', '4': 'is synthesized by corn', '5': 'Aspergillus flavus'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('1', '2', '3')]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
249,2001C Q1,"If 91% of a weakly basic chemical is in the protonated form in the blood, the pKa of that chemical is","{'A': '3.8', 'B': '6.9', 'C': '7.4', 'D': '8.4', 'E': '9.4'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('E',), ('d',)]","ABT #18.pdf, Document7.pdf"
250,2001C Q2,Which statement best describes the relationship between air pollution and mortality?,"{'A': 'with the exception of industrial disasters', 'B': 'at current levels', 'C': 'at current levels', 'D': 'at current levels', 'E': 'at current levels'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',), ('d',)]","ABT #18.pdf, Document7.pdf"
251,2001C Q3,The cofactor used by sulfotransferases is,"{'A': 'acetyl coenzyme A', 'B': 'nicotinamide adenine dinucleotide phosphate (NADPH)', 'C': 'phosphoadenosine-phosphosulfate (PAPS)', 'D': 'S-adenosylmethionine', 'E': 'uridine diphosphate glucuronic acid (UDPGA)'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C.',), ('c',)]","ABT #18.pdf, Document7.pdf"
252,2001C Q4,The selective toxicity of sulfonamide drugs to bacteria is caused by,"{'A': 'differences in absorption between humans and bacteria', 'B': 'long half-life of sulfonamides in bacteria', 'C': 'antagonism of the incorporation of p-aminobenzoic acid into the folic acid molecule in bacteria', 'D': 'differences in body weight between humans and bacteria', 'E': 'none of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',), ('c',)]","ABT #18.pdf, Document7.pdf"
253,2001C Q5,Which is the principal health hazard in the rayon industry?,"{'A': 'carbon monoxide', 'B': 'nitrous oxide', 'C': 'carbon disulfide', 'D': 'sulfur dioxide', 'E': 'toluene'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',), ('c',)]","ABT #18.pdf, Document7.pdf"
254,2001C Q6,The most significant factor with respect to the mobility in soil of PCBs is the,"{'A': 'moisture content', 'B': 'average temperature', 'C': 'average humidity', 'D': 'soil organic content'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',), ('d',)]","ABT #18.pdf, Document7.pdf"
255,2001C Q7,Bioaccumulation of chemicals in the food chain is most likely to occur for compounds that display,"{'A': 'high lipophilicity', 'B': 'high chemical and metabolic stability', 'C': 'high tendency to bind to humic acids', 'D': 'A and B', 'E': 'A'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',), ('d',)]","ABT #18.pdf, Document7.pdf"
256,2001C Q8,"In ecotoxicology, an ideal sentinel species","{'A': 'is most abundant in the location of interest', 'B': 'is at the top of the food chain', 'C': 'contains a large', 'D': ""is exceptionally sensitive to a pollutant's effects"", 'E': 'is opportunistic in its choice of habitats'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',), ('d',)]","ABT #18.pdf, Document7.pdf"
257,2001C Q9,The proper statistical procedures to be used for evaluating a toxicological study are,"{'A': 'chosen after completing the study and inspection of the data for differences between treatment groups (post hoc)', 'B': 'not dependent upon the biological significance of a result', 'C': 'chosen after removing outliers from the data set', 'D': 'the same procedures whether continuous or non-parametric data are completed', 'E': 'not dependent on the randomized assignment of animals to treatment groups'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',), ('b',)]","ABT #18.pdf, Document7.pdf"
258,2001C Q10,Which of the following responses in humans is least likely to be predicted from animal studies?,"{'A': 'allergic reactions', 'B': 'carcinogenicity', 'C': 'idiosyncratic reactions', 'D': 'developmental toxicity', 'E': 'behavioral effects'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',), ('c',)]","ABT #18.pdf, Document7.pdf"
259,2001C Q11,All of the following environmental contaminants would be expected to accumulate in body fat EXCEPT,"{'A': ""2,2',4,4',5,5'-hexachlorobiphenyl"", 'B': 'N-nitrosodimethylamine', 'C': 'DDT', 'D': 'hexachlorophene', 'E': 'chlordane'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, Document7.pdf"
260,2001C Q12,The treatment of acute toxicosis should be,"{'A': 'only after an accurate diagnosis of the toxin is made', 'B': 'by first anesthetizing the patient', 'C': 'by first doing a gastric lavage', 'D': 'on the basis of the symptomatology', 'E': 'after securing blood samples for chemical analysis'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',)]","ABT #18.pdf, Document7.pdf"
261,2001C Q13,What percentage of plasma water reaching the kidney is filtered on each pass?,"{'A': '98%', 'B': '75%', 'C': '33%', 'D': '10%', 'E': '5%'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',), ('D.',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
262,2001C Q14,Which of the following is/are true regarding drug binding to plasma proteins?,"{'A': 'acidic drugs bind mostly to albumin', 'B': 'acidic drugs bind mostly to alpha-1 acid glycoproteins basic', 'C': 'binding limits glomerular filtration of the drug', 'D': 'drug binding is highly selective and independent of the physical-chemical characteristics of the drug', 'E': 'A and C'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('E',)]","ABT #18.pdf, Document7.pdf"
263,2001C Q15,Which one of the following is NOT characteristic of both active transport and facilitated diffusion?,"{'A': 'carrier-mediated transport', 'B': 'substrate specificity', 'C': 'saturability of the transport system', 'D': 'transport at a rate greater than by simple diffusion', 'E': 'expenditure of metabolic energy required for transport'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('E',)]","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
264,2001C Q16,"If a drug has a greater action on the central nervous system of a fetus than that of the mother, one might expect that the drug","{'A': 'has a high lipid solubility', 'B': 'does not readily penetrate the blood brain barrier', 'C': 'is not metabolized by oxidative enzymes of the liver', 'D': 'has a low molecular weight', 'E': 'is bound to plasma protein of the fetus'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, Document7.pdf"
265,2001C Q17,Cytochrome P4501A1 is most readily induced by,"{'A': 'phenobarbital', 'B': 'ethanol', 'C': '3-methylcholanthrene', 'D': 'DDT', 'E': 'clofibrate'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
266,2001C Q18,A compound injected intravenously into rats was found to exhibit a toxicokinetic profile consistent with a single-compartment model and first-order elimination. The apparent volume of distribution (Vd) was much larger than the actual body volume. This finding regarding V indicates that the compound,"{'A': 'actually follows zero-order kinetics', 'B': 'is rapidly incorporated into the bone matrix', 'C': 'undergoes first-pass hepatic metabolism', 'D': 'is rapidly excreted in the urine', 'E': 'may have a high affinity for tissue binding sites'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('E',)]","ABT #18.pdf, Document7.pdf"
267,2001C Q19,How many half-lives does it take for a continuously infused xenobiotic to reach 95% of a plateau plasma concentration?,"{'A': '1', 'B': '2', 'C': '5', 'D': '10', 'E': 'greater than 10'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
268,2001C Q20,"The lower stomach acidity of infants less than 4 months of age permits increased intestinal growth of E. coli which can reduce nitrate in foods to nitrite, leading to","{'A': 'goiter', 'B': 'hirsutism', 'C': 'methemoglobinemia', 'D': 'hemoglobinemia', 'E': 'peptic ulcers'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
269,2001C Q21,Which statement(s) is/are NOT correct?,"{'A': 'case-fatality rate is the number of deaths from a given cause divided by the number of persons ill with that condition', 'B': 'cause-specific mortality rate is the number of deaths attributed to a given cause divided by the population', 'C': 'attack rate is the proportion of persons who become ill divided by the number who were at risk or exposed', 'D': 'A and C', 'E': 'A'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',), ('E',)]","ABT #18.pdf, Document7.pdf"
270,2001C Q22,Which Federal agency of the United States has the authority to promulgate safety standards for chemicals without the authority to mandate testing to prove safety?,"{'A': 'Environmental Protection Agency', 'B': 'National Institute for Occupational Safety and Health', 'C': 'Food and Drug Administration', 'D': 'Occupational Safety and Health Administration'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',)]","ABT #18.pdf, Document7.pdf"
271,2001C Q23,Which of the following selectively blocks glycine receptors in spinal ganglia?,"{'A': 'picrotoxin', 'B': 'bicuculline', 'C': 'tetrodotoxin', 'D': 'pyrethrins', 'E': 'strychnine'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('E',)]","ABT #18.pdf, Document7.pdf"
272,2001C Q24,Apoptosis (programmed cell death) is characterized by all of the following EXCEPT,"{'A': 'energy consumption', 'B': 'condensation of nuclear chromatin', 'C': 'cellular and nuclear swelling', 'D': 'internucleosomal cleavage of DNA', 'E': 'activation of highly conserved signal transduction pathways'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
273,2001C Q25,Which of the following parameters reflects best the occurrence of a disease at a specific point in time?,"{'A': 'incidence rate', 'B': 'prevalence rate', 'C': 'mortality rate', 'D': 'age-specific mortality rate', 'E': 'case fatality rate'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, Document7.pdf"
274,2001C Q26,"In deriving a chronic oral reference dose (RfD) in accordance with EPA guidelines, which of the following extrapolations does NOT usually require an uncertainty factor?","{'A': 'LOAEL to NOAEL extrapolation', 'B': 'male to female extrapolation', 'C': 'subchronic to chronic extrapolation', 'D': 'animal to human extrapolation', 'E': 'typical population to sensitive subpopulation'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, Document7.pdf"
275,2001C Q27,The hazard index is,"{'A': 'used to estimate carcinogenic risk', 'B': 'the ratio of a therapeutic dose of a chemical to a toxic dose of that compound', 'C': 'the ratio of an estimated daily intake of a chemical to a reference dose of that compound', 'D': 'a soil clean-up goal at a hazardous waste site', 'E': 'equivalent to the therapeutic index for drugs'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
276,2001C Q28,The ratio of the incidence in exposed workers compared to the incidence in unexposed workers is the,"{'A': 'relative attributable risk', 'B': 'relative excess risk', 'C': 'relative risk', 'D': 'odds ratio', 'E': 'none of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
277,2001C Q29,The functions of U.S. regulatory agencies that protect citizens from the hazards of exposure to chemicals include,"{'A': 'rule making', 'B': 'NIOSH mandates the testing of chemicals to which there is occupational exposure'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('D',)]","ABT #18.pdf, Document7.pdf"
278,2001C Q30,Encephalopathy occurring during treatment of tuberculosis with isoniazid is attributed to,"{'A': 'drug-induced sensitization', 'B': 'disease-induced cytotoxic hypoxia', 'C': 'drug-induced vitamin B6 deficiency', 'D': 'drug-induced cytotoxic hypoxia', 'E': 'breakdown of the blood-brain barrier'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
279,2001C Q31,Which of the following occupational/environmental diseases and agents are NOT paired correctly?,"{'A': 'polymer fume fever - fluorinated polymers', 'B': 'pseudo-Parkinsonism syndrome - manganese', 'C': ""silo-filler's disease - moldy hay NO2"", 'D': 'Minamata disease - methyl mercury', 'E': ""printer's ink peripheral neuropathy - methyl butyl ketone""}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
280,2001C Q32,Hepatic angiosarcoma in humans is most often associated with exposure to which of the following?,"{'A': 'arsenic', 'B': 'coke oven emissions', 'C': 'vinyl chloride', 'D': 'beryllium', 'E': 'talc'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('C',)]","ABT #18.pdf, Document7.pdf"
281,2001C Q33,Which of the following indicates nonlinear pharmacokinetics?,"{'A': 'the decline in the blood concentration of the chemical follows an exponential function', 'B': 'the half-life for elimination of the chemical increases with increasing dose', 'C': 'the area under the plasma concentration versus time curve (AUC) is proportional to the dose', 'D': 'the amount of the chemical eliminated during a specified time-period increases with increasing dose', 'E': 'none of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","[('B',)]","ABT #18.pdf, Document7.pdf"
