,Question Index,Questions,Options,Question Source,Answers,Answer Source
190,2001A Q42,Carbon tetrachloride exposure can cause,"{'1': 'fatty liver', '2': 'myocardial sensitization to catecholamines', '3': 'hepatocellular carcinoma in rodents', '4': 'pulmonary fibrosis'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","['1', '2', '3', '4']",ABT #18.pdf
191,2001A Q43,Which of the following statements is/are correct?,"{'1': 'the principal DDT metabolite excreted in man is DDA', '2': 'the principal DDT metabolite stored in body fat is DDE', '3': 'DDE and DDA are less toxic than DDT', '4': 'blood DDE/DDT ratios greater than 1.0 indicate recent DDT exposure'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","['1', '2', '3']",ABT #18.pdf
192,2001A Q44,Insoluble particles such as 239 PuO2 and carbon black will accumulate in,"{'1': 'Type II alveolar cells', '2': 'lymph nodes', '3': 'goblet cells', '4': 'lung macrophages'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","['2', '4']",ABT #18.pdf
193,2001A Q45,Tamoxifen is,"{'1': 'an antiandrogen approved for use as a fungicide', '2': 'a mixed agonist/antagonist for estrogenic activity', '3': 'reported to decrease endometrial cancer in women', '4': 'a drug with antiestrogenic properties used for women at risk for breast cancer'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf","['2', '4']",ABT #18.pdf
194,2001A Q46,Terfenadine is one of the drugs associated with QT prolongation in humans. Which of the following statements is/are correct in relation to this syndrome?,"{'1': 'the QT interval of an ECG trace is a measure of ventricular depolarization', '2': 'prolongation of QT interval can result in lethal ventricular tachycardias', 'such as torsades de pointes': '', '3': 'the majority of drugs associated with QT prolongation have cardiovascular indications', '4': 'terfenadine is particularly a risk factor if co-administered with drugs which inhibit hepatic CYP3A4'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['O'],ABT #18.pdf
195,2001A Q47,Which of the following often become nonintentional food additives during packaging and storage of food?,"{'1': 'insect and other animal filth', '2': 'parasitic organisms', '3': 'solvents and other chemicals from packaging materials', '4': 'preservatives'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '3']",ABT #18.pdf
196,2001A Q48,Clinical illness is commonly associated with overdose of which of the following?,"{'1': 'vitamin A', '2': 'riboflavin', '3': 'vitamin D', '4': 'thiamine B1'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '3']",ABT #18.pdf
197,2001A Q49,Which of the following statements is/are true?,"{'1': 'all GRAS substances undergo rigorous laboratory tests prior to approval', '2': 'ingredients that do not meet GRAS criteria cannot be used in food', '3': 'natural products are automatically given GRAS status', '4': 'substances on the GRAS list are subject to review and removal from the list'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['4'],ABT #18.pdf
198,2001A Q50,Which of the following commonly used nonprescription drugs may cause liver toxicity in adult humans?,"{'1': 'dextromethorphan', '2': 'aspirin', '3': 'diphenhydramine', '4': 'acetaminophen'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['4'],ABT #18.pdf
199,2001B Q1,Transgenic animals,"{'A': 'have bacteria incorporated into their organs', 'B': 'contain extra DNA sequences in their somatic cells', 'C': 'are used to detect antibodies to genetic material', 'D': 'turn blue in a positive assay', 'E': 'must be fed lactose to survive'}","Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['B'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
200,2001B Q2,"In a traditional subchronic toxicologic evaluation, what would be the primary methodology to ascertain the presence of an immunotoxic response?","{'A': 'bone marrow progenitor cell assays', 'B': 'histopathology and hematology', 'C': 'host resistance assays', 'D': 'lymphoproliferative responses', 'E': 'qualitative immunoglobulin assays'}","Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['B'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
201,2001B Q3,"d-Limonene, a chemical widespread in natural food stuffs, causes renal tumors in male rats. However, this chemical is NOT considered to pose a cancer risk to humans because the tumors are","{'A': 'histologically different from human renal tumors', 'B': 'benign', 'C': 'highly variable in size', 'D': 'associated with intratubular accumulation of alpha-microglobin', 'E': 'not found in mice'}","Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['D'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
202,2001B Q4,Occupational exposure to benzene may lead to which cancer?,"{'A': 'hepatoma', 'B': 'renal carcinoma', 'C': 'leukemia', 'D': 'Hodgkins disease', 'E': 'sarcoma'}","Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
203,2001B Q5,"In humans, methemoglobinemia is NOT caused by which of the following materials?","{'A': 'aniline', 'B': 'benzidine', 'C': 'benzene', 'D': 'sodium nitrite', 'E': 'aromatic nitro compounds'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
204,2001B Q6,The life span of peripheral erythrocytes is longest in which of the following species?,"{'A': 'mouse', 'B': 'rat', 'C': 'hamster', 'D': 'rabbit', 'E': 'human'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['E'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
205,2001B Q7,"2,3,7,8-TCDD exerts immunosuppressive effects on cell-mediated immunity by which of the following proposed mechanisms?","{'A': 'a direct effect on B-cells', 'B': 'a direct effect on T-cells', 'C': 'a direct effect on thymic epithelium', 'D': 'bone marrow depression', 'E': 'all of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
206,2001B Q8,Which of the following statements about exposure to di-(n-octyltin dichloride is NOT true?,"{'A': 'causes thymic atrophy in rodents', 'B': 'decreases response of B lymphocytes to a mitogenic stimulus', 'C': 'decreases in CD4 positive cells in the peripheral blood T-Helper cells', 'D': 'produces no signs of macrophage activation', 'E': 'reduces cell mediated immune responses in the rat'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['B'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
207,2001B Q9,Which of the following is true about DNA or protein adducts?,"{'A': 'serve as biologic dosimeters in providing estimates of exposure', 'B': 'can provide information on differences between species on rates and routes of metabolic activation and detoxification', 'C': 'P-postlabeling is useful for monitoring hemoglobin adducts DNA adducts not protein adducts', 'D': 'A and B', 'E': 'A and C'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['D'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
208,2001B Q10,Which of the following is an epithelial neoplasm with cytologic characteristics of malignancy that shows no evidence of invasion?,"{'A': 'adenoma benign', 'B': 'sarcoma', 'C': 'carcinoma in situ', 'D': 'pseudocarcinoma', 'E': 'adenocarcinoma'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
209,2001B Q11,Which of the following tumors does NOT occur in high incidence in laboratory animals?,"{'A': 'mammary tumors in female Sprague-Dawley rats', 'B': 'testicular tumors in male Fischer 344 rats', 'C': 'leukemia/lymphoma in B6C3F1 mice', 'D': 'liver tumors in male B6C3F1 mice', 'E': 'lung tumors in Sprague-Dawley rats'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['E'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
210,2001B Q12,"Methylcarbonium ions from a variety of sources, including methyl methanesulfate and dimethyInitrosamine, are thought to elicit mutagenic and carcinogenic effects via which of the following mechanism(s)?","{'A': 'nonspecific', 'irreversible covalent binding to RNA': '', 'B': 'initiation of lipid peroxidation', 'C': 'alkylation of guanine bases in DNA at the N-7 position', 'D': 'alkylation of guanine bases in DNA at the O-6 position', 'E': 'A and D'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf",['D'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
211,2001B Q13,His C3076 and his G46 are the primary genotypes of histidine auxotrophic strains of Salmonella typhimurium. The basis for such designation is,"{'A': 'alphabetical designation in a sequence of histidine mutants isolated', 'B': 'C stands for cysteine and G stands for glutamate modified through a base-pair alteration or frame-shift mutation', 'C': 'C stands for cytidine and G stands for guanidine modified through a base-pair alteration or frame-shift mutation', 'D': 'C and G stand for specific enzymes blocked in histidine synthesis to bring about a mutation', 'E': 'C and G stand for specific genes in histidine operon modified through a base-pair alteration or frame-shift mutation'}",ABT2001#18.pdf,['E'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
212,2001B Q14,Cyclosporine-induced nephrotoxicity is due to,"{'A': 'inhibition of ATP synthesis by a hepatic microsomal metabolite of cyclosporine', 'B': 'drug-induced decrease in glomerular filtration rate', 'C': 'disruption of renal cell calcium homeostasis by a phase II metabolite of the drug', 'D': 'a drug-induced desquamation of tubular cells resulting in a blocking of the tubule', 'E': 'inhibition of renal cortical DNA replication resulting in necrosis'}",ABT2001#18.pdf,['B'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
213,2001B Q15,Excision repair involves which of the following?,"{'A': 'sealing of single strand breaks by DNA glycosylase', 'B': 'an endonuclease which nicks the DNA backbone in the vicinity of the damage', 'C': 'repair by a methyltransferase', 'D': 'the specific cleavage of pyrimidine dimers', 'E': 'none of the above'}",ABT2001#18.pdf,['B'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
214,2001B Q16,A cellular characteristic of the kidney responsible for the susceptibility to cadmium toxicity is that,"{'A': 'renal tubular cells are metabolically very active', 'B': 'proximal tubular cells actively secrete toxicants into tubular urine', 'C': 'proximal tubular cells resorb toxins from urine into blood', 'D': 'renal tubular cells absorb cadmium-métallothionein complex', 'E': 'renal tubular cells require a large oxygen supply'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf",['D'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
215,2001B Q17,Which of the following items is NOT characteristic of light hydrocarbon nephropathy?,"{'A': 'hyaline droplet formation in the renal proximal convoluted tubule cells', 'B': 'granular cast formation due to the sloughing of cellular debris into the renal tubular lumen', 'C': 'primarily observed following exposure to saturated aliphatic compounds that contain a ring in their structure', 'D': 'appears to be species and sex dependent', 'E': 'postulated to involve a chemical interaction with alpha-microglobulin'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
216,2001B Q18,The most probable developmental toxicity resulting from exposure to toxicants during the first week after fertilization is,"{'A': 'death of the embryo', 'B': 'growth retardation of the fetus', 'C': 'impaired development of the central nervous system', 'D': 'malformations of the limbs', 'E': 'induction of cancer'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf",['A'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
217,2001B Q19,Which of the following diseases or conditions of the lung is NOT properly paired with its cause?,"{'A': ""farmer's lung caused by spores of thermophilic actinomyces"", 'B': 'bagassosis caused by dust from dried sugar cane', 'C': 'byssinosis caused by cotton flax or hemp dust', 'D': 'asthma-like symptoms caused by toluene diisocyanate', 'E': ""siderotic lung disease (welder's lung) caused by exposure to acetylene gas ironoxide""}","Document7.pdf, Document8.pdf, ABT2001#18.pdf",['E'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
218,2001B Q20,Thalidomide ingestion by pregnant women resulted in which effect(s) in their children?,"{'A': 'congenital heart disease', 'B': 'phocomelia', 'C': 'renal anomalies', 'D': 'intestinal anomalies', 'E': 'all of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf",['E'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
219,2001B Q21,The majority of human birth defects is attributed to which of the following?,"{'A': 'genetic abnormalities', 'B': 'drugs of abuse', 'C': 'environmental pollution', 'D': 'unknown etiology', 'E': 'over-the-counter medicines'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['D'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
220,2001B Q22,Ingestion of ethanol has been shown to potentiate the hepatotoxicity of the following substances EXCEPT,"{'A': 'carbon tetrachloride', 'B': 'aflatoxin B1', 'C': 'chloroform', 'D': 'aminoglycoside antibiotics', 'E': 'trichloroethane'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['D'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
221,2001B Q23,Alpha-naphthylisothiocyanate is,"{'A': 'a cardiotoxicant drug', 'B': 'an experimental hepatotoxicant', 'C': 'a toxic industrial dye', 'D': 'a P450 inducer', 'E': 'an immunosuppressant'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['B'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
222,2001B Q24,The primary site of toxicity associated with chronic exposure to acrylamide is the,"{'A': 'central nervous system', 'B': 'peripheral nervous system', 'C': 'pancreas', 'D': 'liver', 'E': 'none of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['B'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
223,2001B Q25,"Inhaled cadmium chloride (CdCl2) may gain access to the central nervous system, bypassing the normal protective mechanism of the blood-brain barrier, by which of the following?","{'A': 'metabolic transformation to CdO', 'B': 'damaging the blood-brain barrier', 'C': 'binding to carrier proteins', 'D': 'uptake by the olfactory neuroepithelium and axonal transport', 'E': 'Cd2+ ions have no access to the central nervous system'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['B?', 'D']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
224,2001B Q26,Generalized malnutrition or caloric restriction during pregnancy in rats will NOT lead to which of the following outcomes?,"{'A': 'irreversible delays in CNS maturation', 'B': 'thyroid deficiencies', 'C': 'gross structural malformations', 'D': 'delayed ossification', 'E': 'immunodeficiency'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
225,2001B Q27,Eschar formation may be produced by a severe skin irritant. Eschar formation means,"{'A': 'formation of a crust of necrotic tissue', 'B': 'redness of the skin produced by congestion of capillaries', 'C': 'a smooth', 'slightly elevated area on the skin surface which is redder or paler than the surrounding skin': '', 'D': 'a visible collection of pus within or beneath the epidermis', 'E': 'production of vesicles having bloody contents'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['A'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
226,2001B Q28,"For most drugs or chemical toxicants applied to the skin, the one factor that contributes the most to the degree of systemic bioavailability is","{'A': 'biotransformation within the skin', 'B': 'absorption through the epidermis (stratum corneum)', 'C': 'absorption through the dermis (papillary and reticular layers)', 'D': 'biotransformation by the liver', 'E': 'absorption through the capillary epithelium'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['B'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
227,2001B Q29,"Given that tetrodotoxin blocks Na+ channels and cyclodiene insecticides block GABA (gamma-aminobutyric acid) receptors, then","{'A': 'both cause convulsions', 'B': 'both cause paralysis', 'C': 'tetrodotoxin causes paralysis and cyclodienes cause excitation', 'D': 'tetrodotoxin causes excitation and cyclodienes cause paralysis', 'E': 'both cause smooth muscle relaxation'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
228,2001B Q30,Which of the following statements is NOT true regarding allergic contact dermatitis?,"{'A': 'haptens must link with epidermal carrier proteins on Langerhans cells to begin the sensitization process', 'B': 'metabolic transformation or photoactivation may convert some nonallergens into reactive haptens', 'C': 'the intensity of the reaction is directly proportional to the dose applied', 'D': 'keratinocytes play a role in amplifying the response of induction and elicitation phases of an allergic response', 'E': 'clinically', 'an allergic response may be indistinguishable from contact irritant dermatitis': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
229,2001B Q31,The cytochrome P450 system of the liver,"{'A': 'is easily saturable and leads to zero-order kinetics for most drugs', 'B': 'can metabolize all drugs and toxins', 'C': 'requires 2 electrons per cycle', 'D': 'can function with cadmium instead of iron if necessary', 'E': 'none of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
230,2001B Q32,The cell type that is primarily responsible for production of collagen in hepatic fibrosis is the,"{'A': 'Kupffer cell', 'B': 'hepatocyte', 'C': 'perisinusoidal stellate cell (Ito cell)', 'D': 'monocyte', 'following its differentiation into a macrophage': '', 'E': 'sinusoidal endothelial cell'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
231,2001B Q33,All of the following are associated with the development of cataracts EXCEPT,"{'A': '2,4-dinitrophenol', 'B': 'busulfan', 'C': 'indomethacin', 'D': 'steroids', 'E': 'naphthalene'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['C'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
232,2001B Q34,"The organogenesis period is characterized by division, migration and association of cells into primitive organ rudiments. This period in humans ranges from","{'A': '6-27 days of gestation', 'B': '17-38 days of gestation', 'C': '45-90 days of gestation', 'D': '21-56 days of gestation', 'E': '57-180 days of gestation'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf",['D'],"ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
233,2001B Q35,Which of the following is/are correct?,"{'1': 'in photoallergic reactions', 'UV or visible light absorption results in conversion to a product that is a more potent allergen than the parent compound': '', '2': 'phototoxicity does not require an adaptive immune response', '3': 'photodermatitis caused by parsley', 'dill or celery is an example of phototoxicity': '', '4': 'hyperpigmentation of the skin and opacification of the cornea may occur after a photoallergic reaction'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', 'A']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
234,2001B Q36,Which of the following is/are chloracne-producing chemicals?,"{'1': '1,2,4,5-tetrachlorobenzene', '2': '2,3,7,8-tetrachlorodibenzo-p-dioxin', '3': 'dinitroorthocresol', '4': 'polychlorobiphenyls'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['2', '4', 'C']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
235,2001B Q37,Some of the aspects of the ICH guidelines on detection of toxicity to reproduction for medicinal products are that,"{'1': 'studies conducted according to the guidelines are recognized worldwide', '2': 'behavioral assessment of offspring should be performed in both the rat embryo-fetal development and pre- and postnatal studies', '3': 'it is possible to combine the different rat study types if the combination does not affect the interpretation of reproductive endpoints', '4': 'full sperm analysis and staging of seminiferous tubules are required'}","ABT2001#18.pdf, ABT #18.pdf","['1', '3', 'B']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
236,2001B Q38,Olfactory epithelium in the nasal passages,"{'1': 'contains nerve endings associated with the trigeminal nerve.', '2': 'has been shown to contain various P450 isozymes', '3': 'if damaged sufficiently', 'may not function in olfaction': '', '4': 'does not absorb water-soluble gases efficiently'}","ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', 'A']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
237,2001B Q39,"-Methyl-4-pheny1-1,2,3,6-tetrahydropyridine (MPTP) is neurotoxic to dopaminergic neurons in the central nervous system. Which of the following is/are correct?","{'1': ""MPTP produces symptoms characteristic of Parkinson's disease in humans"", 'monkeys and pigs': '', '2': 'MPTP is selectively neurotoxic to dopaminergic neurons in the cerebellum', '3': 'MPTP is activated to the neurotoxic metabolite 1-methyl-4-phenylpyridinium ion by monoamine oxidase', '4': '1-methyl-4-pyridinium ion is neurotoxic when administered to animals', 'E': 'if all four answers are correct'}","ABT2001#18.pdf, ABT #18.pdf","['1', '3', 'B']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
238,2001B Q40,Neuropathies from the solvent hexane are,"{'1': 'the same as those caused by 2-hexanone and 2,5-hexanedione', '2': 'distal axonopathies', '3': 'characterized by motor weakness in the extremities', 'due in part to axonal swelling and demyelination': '', '4': 'produced by acute exposures'}","ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', 'A']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
239,2001B Q41,Which of the following species show symptoms of tri-ortho-cresylphosphate (TOCP) neuropathy closely similar to those in humans?,"{'1': 'monkey', '2': 'chicken', '3': 'dog', '4': 'cat'}","ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', '4', 'C', 'E']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
240,2001B Q42,Which of the following is/are true regarding,{},"Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', '4', 'A', 'E']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
241,2001B Q43,Which of the following is/are correct concerning chemical exposures of the eye?,"{'1. the one best treatment for acid burns to the eye is rapid irrigation with large volumes of water': '', '2. the amount of ocular damage produced by an acid depends entirely on the pH of the solution aniont protein': '', '3. although ocular burns associated with alkalies may appear mild at the time of injury': '', 'they may have serious late effects such as opacification': '', 'vascularization': '', 'ulceration or perforation of the cornea': '', '4. of all the cations measured': '', 'sodium ion as sodium hydroxide penetrates epithelium': '', 'stroma and anterior chamber more rapidly than any other': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '3', 'B']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
242,2001B Q44,A reasonable battery of serum enzyme tests to assess hepatic injury in laboratory animals could include,"{'1. aminotransferase': '', '2. lactate dehydrogenase': '', '3. sorbitol dehydrogenase': '', '4. acid phosphatase': '', '5. alkaline phosphatase': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', 'A']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
243,2001B Q45,Which of the following statements is/are correct regarding nephrotoxicants?,"{'1. most toxic agents affect the glomerulus proximal tubule': '', '2. the unusual susceptibility of the kidney can be related to the high renal blood flow delivered to this organ': '', '3. injury by toxins is rarely produced in the proximal tubule': '', '4. gentamicin and cephalosporins are drugs producing nephrotoxicity': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['2', '4', 'C']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
244,2001B Q46,The kidney is capable of maintaining function even though subjected to repeated non-fatal chemical insults. The basis(es) of this protection against toxic insults include,"{'1. compensatory renal hypertrophy': '', '2. induction of heat shock proteins': '', '3. induction of metallothionein': '', '4. genesis of new nephrons': '', '5. regeneration': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', 'A']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
245,2001B Q47,Morphological signs of nephrotoxicity are often localized to the cells of the proximal tubule. This may reflect,"{'1. specific uptake and binding of toxic agents to apical surfaces of certain cell types': '', '2. cell-specific biotransformation capabilities': '', '3. cell-specific transport mechanisms': '', '4. vasopressin-insensitive water reabsorption': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', 'A']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
246,2001B Q48,"The pathogenesis of neoplasia is thought to consist of three stages: initiation, promotion and progression. Which of the following characteristics is/are associated with promotion?","{'1. reversible at both the level of gene expression and at the cellular level': '', '2. dose response exhibits a measurable threshold': '', '3. sensitive to age': '', 'dietary and hormonal factors': '', '4. morphologically discernible alterations from karyotype instability': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', 'A']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
247,2001B Q49,Major findings that are considered useful for the evaluation of hepatic injury in laboratory animals include which of the following?,"{'1. elevations of cytochrome P450': '', '2. abnormal hepatic excretory test e.g.': '', 'indocyanine green clearance': '', '3. a significant incidence of binucleated parenchymal cells': '', '4. histopathologic evidence of liver injury': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['2', '4', 'C']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
248,2001B Q50,Aflatoxin B1,"{'1. frequently occurs in stored grains': '', '2. is subject to metabolic activation by cytochrome P450': '', '3. acts synergistically with hepatitis to cause cancer': '', '4. is synthesized by corn': '', 'peanuts and legumes': '', '5. Aspergillus flavus': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['1', '2', '3', 'A']","ABT #18.pdf, recert18- 2001-MH answers.pdf, Document7.pdf"
249,2001C Q1,"If 91% of a weakly basic chemical is in the protonated form in the blood, the pKa of that chemical is","{'A': '3.8', 'B': '6.9', 'C': '7.4', 'D': '8.4', 'E': '9.4'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['E', 'd']","ABT #18.pdf, Document7.pdf"
250,2001C Q2,Which statement best describes the relationship between air pollution and mortality?,"{'A': 'with the exception of industrial disasters', 'there has never been a clear link between air pollution and mortality': '', 'B': 'at current levels', 'there is no link between air pollution and mortality': '', 'C': 'at current levels', 'chronic exposure to polluted air may increase mortality but there are no detectable acute effects': '', 'D': 'at current levels', 'acute exposure to polluted air causes increased mortality in susceptible populations': '', 'E': 'at current levels', 'acute exposure to polluted air causes increased mortality in healthy persons': ''}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['D', 'd']","ABT #18.pdf, Document7.pdf"
251,2001C Q3,The cofactor used by sulfotransferases is,"{'A': 'acetyl coenzyme A', 'B': 'nicotinamide adenine dinucleotide phosphate (NADPH)', 'C': 'phosphoadenosine-phosphosulfate (PAPS)', 'D': 'S-adenosylmethionine', 'E': 'uridine diphosphate glucuronic acid (UDPGA)'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['C.', 'c']","ABT #18.pdf, Document7.pdf"
252,2001C Q4,The selective toxicity of sulfonamide drugs to bacteria is caused by,"{'A': 'differences in absorption between humans and bacteria', 'B': 'long half-life of sulfonamides in bacteria', 'C': 'antagonism of the incorporation of p-aminobenzoic acid into the folic acid molecule in bacteria', 'D': 'differences in body weight between humans and bacteria', 'E': 'none of the above'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['C', 'c']","ABT #18.pdf, Document7.pdf"
253,2001C Q5,Which is the principal health hazard in the rayon industry?,"{'A': 'carbon monoxide', 'B': 'nitrous oxide', 'C': 'carbon disulfide', 'D': 'sulfur dioxide', 'E': 'toluene'}","Document7.pdf, Document8.pdf, ABT2001#18.pdf, ABT #18.pdf","['C', 'c']","ABT #18.pdf, Document7.pdf"
